CustomerID,SalesAmount,Invoice Date,Region / City,ProductID,ProductName,Category,Quantity,UnitPrice
CUST_0009,11021.3,06-01-2025,Mumbai,PROD_001,T-shirt,Clothing,10,1102.13
CUST_0009,3338.17,20-01-2025,Chennai,PROD_094,Football,Sports,1,3338.17
CUST_0009,18732.7,19-02-2025,Delhi,PROD_051,Perfume,Beauty,5,3746.54
CUST_0009,9646.11,17-05-2025,Hyderabad,PROD_066,Mixer Grinder,Electronics,9,1071.79
CUST_0009,23837.85,15-10-2024,Chennai,PROD_091,Perfume,Beauty,9,2648.65
CUST_0009,5014.56,24-10-2024,Hyderabad,PROD_024,Cricket Bat,Sports,3,1671.52
CUST_0009,29964.48,26-12-2024,Delhi,PROD_007,Cricket Bat,Sports,6,4994.08
CUST_0009,126.45,04-04-2025,Delhi,PROD_040,Perfume,Beauty,1,126.45
CUST_0010,10296.3,29-08-2024,Hyderabad,PROD_044,Mixer Grinder,Electronics,7,1470.9
CUST_0010,25581.78,09-01-2025,Chennai,PROD_037,Jeans,Clothing,6,4263.63
CUST_0010,17529.6,05-10-2024,Bangalore,PROD_023,Lipstick,Beauty,4,4382.4
CUST_0010,1224.69,08-11-2024,Delhi,PROD_085,Football,Sports,3,408.23
CUST_0010,13848.84,22-12-2024,Kolkata,PROD_048,Mixer Grinder,Electronics,6,2308.14
CUST_0010,25118.16,17-09-2024,Bangalore,PROD_059,Football,Sports,6,4186.36
CUST_0010,14730.57,21-02-2025,Chennai,PROD_094,Mixer Grinder,Electronics,3,4910.19
CUST_0010,12966.3,01-09-2024,Hyderabad,PROD_049,Jeans,Clothing,9,1440.7
CUST_0011,18566.04,13-01-2025,Mumbai,PROD_069,Laptop,Electronics,4,4641.51
CUST_0011,2132.16,14-02-2025,Kolkata,PROD_021,Lipstick,Beauty,8,266.52
CUST_0011,16876.79,05-08-2024,Bangalore,PROD_024,Mixer Grinder,Electronics,7,2410.97
CUST_0011,13613.5,27-05-2025,Bangalore,PROD_063,Jeans,Clothing,5,2722.7
CUST_0011,3095.04,16-04-2025,Mumbai,PROD_054,Football,Sports,1,3095.04
CUST_0011,44899.1,03-02-2025,Bangalore,PROD_011,Jeans,Clothing,10,4489.91
CUST_0011,1858.02,11-12-2024,Kolkata,PROD_091,Football,Sports,1,1858.02
CUST_0012,1320.81,26-04-2025,Delhi,PROD_085,Mixer Grinder,Electronics,3,440.27
CUST_0012,13365.45,21-01-2025,Chennai,PROD_046,Smartphone,Electronics,7,1909.35
CUST_0012,1424.99,21-04-2025,Mumbai,PROD_034,Smartphone,Electronics,7,203.57
CUST_0012,7780.72,28-07-2024,Kolkata,PROD_024,Football,Sports,4,1945.18
CUST_0012,39048.03,18-11-2024,Kolkata,PROD_034,Cricket Bat,Sports,9,4338.67
CUST_0012,1598.52,23-01-2025,Kolkata,PROD_035,Blender,Sports,2,799.26
CUST_0012,6381.82,21-11-2024,Kolkata,PROD_005,Football,Sports,2,3190.91
CUST_0012,8026.5,14-04-2025,Kolkata,PROD_019,Mixer Grinder,Electronics,10,802.65
CUST_0013,48413.6,17-05-2025,Kolkata,PROD_030,Lipstick,Beauty,10,4841.36
CUST_0013,26741.94,13-04-2025,Hyderabad,PROD_092,Lipstick,Beauty,6,4456.99
CUST_0013,2198.19,14-04-2025,Delhi,PROD_012,Mixer Grinder,Electronics,3,732.73
CUST_0013,7963.8,11-03-2025,Kolkata,PROD_030,Blender,Sports,5,1592.76
CUST_0013,22796.69,21-10-2024,Bangalore,PROD_053,Mixer Grinder,Electronics,7,3256.67
CUST_0013,13176.69,01-05-2025,Kolkata,PROD_031,T-shirt,Clothing,3,4392.23
CUST_0013,21489.06,26-11-2024,Bangalore,PROD_003,Perfume,Beauty,6,3581.51
CUST_0014,25547.04,05-06-2024,Hyderabad,PROD_038,Cricket Bat,Sports,9,2838.56
CUST_0014,1083.2,03-09-2024,Delhi,PROD_099,T-shirt,Clothing,10,108.32
CUST_0014,17986,25-06-2024,Delhi,PROD_074,Laptop,Electronics,4,4496.5
CUST_0014,22654.24,26-04-2025,Chennai,PROD_025,Smartphone,Electronics,8,2831.78
CUST_0015,6840.54,08-12-2024,Delhi,PROD_033,Cricket Bat,Sports,2,3420.27
CUST_0015,16274.48,02-09-2024,Mumbai,PROD_041,Smartphone,Electronics,8,2034.31
CUST_0015,1907.48,09-01-2025,Delhi,PROD_021,T-shirt,Clothing,4,476.87
CUST_0015,26743.2,10-08-2024,Delhi,PROD_080,Jeans,Clothing,8,3342.9
CUST_0015,5175.05,31-05-2024,Hyderabad,PROD_092,Smartphone,Electronics,5,1035.01
CUST_0015,2348.12,21-04-2025,Hyderabad,PROD_090,T-shirt,Clothing,4,587.03
CUST_0015,11611.02,12-03-2025,Mumbai,PROD_066,T-shirt,Clothing,3,3870.34
CUST_0015,38664.64,23-07-2024,Mumbai,PROD_041,Mixer Grinder,Electronics,8,4833.08
CUST_0015,5472.84,17-12-2024,Delhi,PROD_059,Mixer Grinder,Electronics,3,1824.28
CUST_0015,8863.17,07-07-2024,Hyderabad,PROD_035,Mixer Grinder,Electronics,3,2954.39
CUST_0015,29436.89,23-12-2024,Chennai,PROD_077,Lipstick,Beauty,7,4205.27
CUST_0016,29684.61,17-02-2025,Delhi,PROD_025,Lipstick,Beauty,9,3298.29
CUST_0016,3859.43,28-03-2025,Mumbai,PROD_062,Lipstick,Beauty,1,3859.43
CUST_0016,9054.76,06-11-2024,Bangalore,PROD_035,Lipstick,Beauty,2,4527.38
CUST_0016,21284.32,20-10-2024,Mumbai,PROD_039,Mixer Grinder,Electronics,8,2660.54
CUST_0016,3259.36,02-02-2025,Mumbai,PROD_099,Laptop,Electronics,4,814.84
CUST_0016,5301.12,06-09-2024,Bangalore,PROD_035,Football,Sports,6,883.52
CUST_0017,22675.87,04-04-2025,Kolkata,PROD_079,Jeans,Clothing,7,3239.41
CUST_0017,3650.4,14-03-2025,Delhi,PROD_067,Cricket Bat,Sports,8,456.3
CUST_0018,5564.37,26-09-2024,Kolkata,PROD_045,Mixer Grinder,Electronics,7,794.91
CUST_0018,10305.76,21-02-2025,Kolkata,PROD_004,T-shirt,Clothing,8,1288.22
CUST_0018,22654.85,22-08-2024,Hyderabad,PROD_068,Cricket Bat,Sports,5,4530.97
CUST_0018,8972.88,27-01-2025,Hyderabad,PROD_088,Perfume,Beauty,4,2243.22
CUST_0019,3204.88,23-11-2024,Bangalore,PROD_077,Blender,Sports,7,457.84
CUST_0019,25669.17,16-02-2025,Bangalore,PROD_031,Football,Sports,9,2852.13
CUST_0019,25275.11,24-07-2024,Mumbai,PROD_043,Laptop,Electronics,7,3610.73
CUST_0019,14217.2,02-11-2024,Mumbai,PROD_023,Cricket Bat,Sports,5,2843.44
CUST_0019,17316.88,13-10-2024,Bangalore,PROD_056,Lipstick,Beauty,8,2164.61
CUST_0019,28339.7,25-08-2024,Hyderabad,PROD_093,Jeans,Clothing,10,2833.97
CUST_0020,1925.32,21-11-2024,Chennai,PROD_060,Blender,Sports,4,481.33
CUST_0020,13916.76,21-02-2025,Bangalore,PROD_024,Football,Sports,3,4638.92
CUST_0020,8343,03-01-2025,Kolkata,PROD_045,Mixer Grinder,Electronics,5,1668.6
CUST_0020,4716.39,12-06-2024,Chennai,PROD_080,Blender,Sports,3,1572.13
CUST_0020,9404.3,01-02-2025,Bangalore,PROD_082,Blender,Sports,10,940.43
CUST_0020,21617.37,21-06-2024,Kolkata,PROD_031,Perfume,Beauty,9,2401.93
CUST_0021,1936.97,18-04-2025,Bangalore,PROD_062,Blender,Sports,1,1936.97
CUST_0021,19596.64,06-02-2025,Hyderabad,PROD_002,Laptop,Electronics,8,2449.58
CUST_0021,1984.44,06-02-2025,Mumbai,PROD_039,T-shirt,Clothing,2,992.22
CUST_0021,2517.16,26-05-2025,Bangalore,PROD_020,Football,Sports,4,629.29
CUST_0022,2346.48,16-03-2025,Chennai,PROD_010,T-shirt,Clothing,9,260.72
CUST_0022,13835.52,04-11-2024,Kolkata,PROD_034,Smartphone,Electronics,4,3458.88
CUST_0022,22197.12,06-12-2024,Hyderabad,PROD_026,Smartphone,Electronics,8,2774.64
CUST_0022,12007.72,28-02-2025,Hyderabad,PROD_030,Jeans,Clothing,4,3001.93
CUST_0022,2463.82,18-05-2025,Delhi,PROD_023,Blender,Sports,2,1231.91
CUST_0023,1399.72,07-09-2024,Mumbai,PROD_059,T-shirt,Clothing,1,1399.72
CUST_0023,11945.5,27-05-2025,Bangalore,PROD_059,Smartphone,Electronics,5,2389.1
CUST_0023,1377,22-04-2025,Mumbai,PROD_099,Cricket Bat,Sports,3,459
CUST_0023,3015.63,19-06-2024,Delhi,PROD_080,Mixer Grinder,Electronics,9,335.07
CUST_0023,12132,19-07-2024,Mumbai,PROD_078,Cricket Bat,Sports,5,2426.4
CUST_0023,2449.65,29-05-2024,Kolkata,PROD_086,Lipstick,Beauty,7,349.95
CUST_0024,3433.75,16-06-2024,Kolkata,PROD_042,Smartphone,Electronics,5,686.75
CUST_0024,28976.88,30-11-2024,Kolkata,PROD_041,Football,Sports,6,4829.48
CUST_0024,3879.52,01-10-2024,Bangalore,PROD_052,Football,Sports,8,484.94
CUST_0024,33789.7,17-05-2025,Chennai,PROD_004,Cricket Bat,Sports,7,4827.1
CUST_0024,1741.03,13-09-2024,Mumbai,PROD_093,Jeans,Clothing,1,1741.03
CUST_0024,45377.7,20-05-2025,Mumbai,PROD_079,Blender,Sports,10,4537.77
CUST_0024,1739.3,22-06-2024,Kolkata,PROD_062,Blender,Sports,1,1739.3
CUST_0024,14578.83,25-06-2024,Chennai,PROD_096,Football,Sports,3,4859.61
CUST_0025,9096.84,01-05-2025,Bangalore,PROD_072,Cricket Bat,Sports,2,4548.42
CUST_0025,32850.4,01-02-2025,Chennai,PROD_068,Mixer Grinder,Electronics,8,4106.3
CUST_0026,6229.34,08-07-2024,Kolkata,PROD_067,Blender,Sports,2,3114.67
CUST_0026,8987.35,21-07-2024,Delhi,PROD_047,Blender,Sports,5,1797.47
CUST_0027,34569.92,13-01-2025,Kolkata,PROD_048,Cricket Bat,Sports,8,4321.24
CUST_0027,702.44,27-10-2024,Hyderabad,PROD_054,Lipstick,Beauty,2,351.22
CUST_0027,9617.28,26-02-2025,Hyderabad,PROD_049,Jeans,Clothing,2,4808.64
CUST_0027,28560,16-12-2024,Hyderabad,PROD_075,Perfume,Beauty,10,2856
CUST_0027,12906.05,13-12-2024,Bangalore,PROD_089,Mixer Grinder,Electronics,5,2581.21
CUST_0028,8972.76,27-02-2025,Delhi,PROD_068,Smartphone,Electronics,2,4486.38
CUST_0028,7819.74,26-10-2024,Hyderabad,PROD_045,Blender,Sports,3,2606.58
CUST_0028,9806.4,04-04-2025,Delhi,PROD_098,Blender,Sports,2,4903.2
CUST_0028,12355.28,13-03-2025,Chennai,PROD_019,Lipstick,Beauty,8,1544.41
CUST_0028,3686.22,02-01-2025,Bangalore,PROD_037,Football,Sports,9,409.58
CUST_0029,14034.84,11-10-2024,Chennai,PROD_005,Blender,Sports,6,2339.14
CUST_0029,22923.05,14-03-2025,Delhi,PROD_068,Perfume,Beauty,5,4584.61
CUST_0029,4495.8,07-02-2025,Hyderabad,PROD_011,Blender,Sports,4,1123.95
CUST_0029,5295.15,02-10-2024,Mumbai,PROD_010,Blender,Sports,5,1059.03
CUST_0029,23444.35,08-12-2024,Bangalore,PROD_024,T-shirt,Clothing,5,4688.87
CUST_0029,672.76,17-02-2025,Hyderabad,PROD_079,Laptop,Electronics,2,336.38
CUST_0029,4777.09,24-07-2024,Bangalore,PROD_073,Jeans,Clothing,1,4777.09
CUST_0029,30051.76,18-09-2024,Delhi,PROD_003,Laptop,Electronics,8,3756.47
CUST_0029,6047.12,07-12-2024,Kolkata,PROD_005,Blender,Sports,2,3023.56
CUST_0029,2837.6,07-05-2025,Chennai,PROD_097,Jeans,Clothing,2,1418.8
CUST_0029,20037.36,17-01-2025,Hyderabad,PROD_038,Jeans,Clothing,6,3339.56
CUST_0030,9026.74,29-12-2024,Chennai,PROD_094,T-shirt,Clothing,2,4513.37
CUST_0031,13596.6,02-06-2024,Hyderabad,PROD_092,Perfume,Beauty,4,3399.15
CUST_0031,42677.64,22-01-2025,Chennai,PROD_015,Blender,Sports,9,4741.96
CUST_0031,1419.45,10-01-2025,Delhi,PROD_078,Mixer Grinder,Electronics,5,283.89
CUST_0032,6700.26,31-07-2024,Mumbai,PROD_083,Mixer Grinder,Electronics,7,957.18
CUST_0032,13386.96,19-05-2025,Hyderabad,PROD_097,Lipstick,Beauty,8,1673.37
CUST_0032,6210.6,12-05-2025,Chennai,PROD_054,Mixer Grinder,Electronics,5,1242.12
CUST_0032,8947.9,25-09-2024,Kolkata,PROD_039,Lipstick,Beauty,2,4473.95
CUST_0032,7869.89,04-08-2024,Kolkata,PROD_005,Cricket Bat,Sports,7,1124.27
CUST_0032,7660.64,11-06-2024,Chennai,PROD_092,Blender,Sports,8,957.58
CUST_0032,1478.92,01-10-2024,Chennai,PROD_086,Lipstick,Beauty,1,1478.92
CUST_0032,20141.1,10-10-2024,Kolkata,PROD_005,T-shirt,Clothing,5,4028.22
CUST_0033,18024.39,13-01-2025,Hyderabad,PROD_069,Football,Sports,9,2002.71
CUST_0033,5985.1,23-04-2025,Delhi,PROD_012,Lipstick,Beauty,10,598.51
CUST_0033,3112.76,10-12-2024,Bangalore,PROD_068,Jeans,Clothing,7,444.68
CUST_0033,2772.1,01-02-2025,Delhi,PROD_049,Laptop,Electronics,10,277.21
CUST_0033,22959.9,29-05-2024,Delhi,PROD_068,Lipstick,Beauty,6,3826.65
CUST_0034,3983.7,10-01-2025,Bangalore,PROD_075,Jeans,Clothing,7,569.1
CUST_0034,24319.02,17-08-2024,Hyderabad,PROD_069,T-shirt,Clothing,6,4053.17
CUST_0034,23771.88,07-08-2024,Delhi,PROD_030,Laptop,Electronics,9,2641.32
CUST_0034,4097.88,30-04-2025,Hyderabad,PROD_046,Lipstick,Beauty,4,1024.47
CUST_0034,5008.32,19-01-2025,Hyderabad,PROD_041,Jeans,Clothing,6,834.72
CUST_0034,8383.5,12-08-2024,Kolkata,PROD_037,T-shirt,Clothing,9,931.5
CUST_0034,687.27,18-05-2025,Bangalore,PROD_054,T-shirt,Clothing,3,229.09
CUST_0034,33347.2,14-09-2024,Mumbai,PROD_043,Mixer Grinder,Electronics,8,4168.4
CUST_0034,239.04,12-01-2025,Bangalore,PROD_011,Jeans,Clothing,2,119.52
CUST_0035,10051.86,10-06-2024,Kolkata,PROD_037,Football,Sports,3,3350.62
CUST_0035,16870.5,27-11-2024,Hyderabad,PROD_040,Jeans,Clothing,9,1874.5
CUST_0035,39399.57,23-02-2025,Kolkata,PROD_068,Mixer Grinder,Electronics,9,4377.73
CUST_0036,1655.79,02-06-2024,Mumbai,PROD_088,Smartphone,Electronics,1,1655.79
CUST_0036,21558.9,18-06-2024,Bangalore,PROD_081,Cricket Bat,Sports,10,2155.89
CUST_0036,4358.22,22-07-2024,Chennai,PROD_078,T-shirt,Clothing,2,2179.11
CUST_0036,8372.01,27-01-2025,Delhi,PROD_080,Laptop,Electronics,3,2790.67
CUST_0036,30284.88,15-11-2024,Bangalore,PROD_009,Perfume,Beauty,8,3785.61
CUST_0036,3464.63,21-10-2024,Chennai,PROD_079,Blender,Sports,1,3464.63
CUST_0036,5426.82,07-09-2024,Hyderabad,PROD_065,Cricket Bat,Sports,3,1808.94
CUST_0037,23334.56,23-05-2025,Delhi,PROD_002,Cricket Bat,Sports,8,2916.82
CUST_0037,5082.18,12-08-2024,Hyderabad,PROD_099,T-shirt,Clothing,6,847.03
CUST_0038,1764.3,04-12-2024,Chennai,PROD_037,Smartphone,Electronics,3,588.1
CUST_0038,4526.5,25-02-2025,Kolkata,PROD_092,Cricket Bat,Sports,1,4526.5
CUST_0039,7872.5,17-07-2024,Kolkata,PROD_042,Lipstick,Beauty,5,1574.5
CUST_0040,13759.5,10-01-2025,Chennai,PROD_088,Lipstick,Beauty,10,1375.95
CUST_0040,5679.4,10-04-2025,Mumbai,PROD_027,Perfume,Beauty,4,1419.85
CUST_0040,8062.98,06-01-2025,Delhi,PROD_085,T-shirt,Clothing,6,1343.83
CUST_0040,8279.72,12-09-2024,Mumbai,PROD_096,T-shirt,Clothing,4,2069.93
CUST_0040,979.6,14-08-2024,Bangalore,PROD_005,Perfume,Beauty,4,244.9
CUST_0040,10554.04,10-07-2024,Chennai,PROD_032,Laptop,Electronics,7,1507.72
CUST_0041,258.62,07-06-2024,Mumbai,PROD_098,Mixer Grinder,Electronics,1,258.62
CUST_0041,2571.48,12-05-2025,Chennai,PROD_097,Laptop,Electronics,1,2571.48
CUST_0041,6785.95,19-11-2024,Kolkata,PROD_061,Perfume,Beauty,5,1357.19
CUST_0041,38296.71,02-04-2025,Delhi,PROD_072,Smartphone,Electronics,9,4255.19
CUST_0041,1630.15,27-12-2024,Bangalore,PROD_056,Mixer Grinder,Electronics,5,326.03
CUST_0041,20191.05,10-09-2024,Hyderabad,PROD_089,Cricket Bat,Sports,5,4038.21
CUST_0041,2733.6,17-02-2025,Mumbai,PROD_058,Perfume,Beauty,1,2733.6
CUST_0042,4379.76,17-08-2024,Hyderabad,PROD_074,Blender,Sports,9,486.64
CUST_0042,8565.8,23-07-2024,Hyderabad,PROD_009,Jeans,Clothing,10,856.58
CUST_0042,8440.41,19-03-2025,Hyderabad,PROD_031,Laptop,Electronics,3,2813.47
CUST_0042,30540.37,27-01-2025,Bangalore,PROD_019,Jeans,Clothing,7,4362.91
CUST_0043,24026.52,19-11-2024,Delhi,PROD_023,Jeans,Clothing,6,4004.42
CUST_0043,39803.4,11-01-2025,Hyderabad,PROD_003,Laptop,Electronics,10,3980.34
CUST_0043,17554,12-03-2025,Hyderabad,PROD_029,Cricket Bat,Sports,4,4388.5
CUST_0043,31227.3,11-10-2024,Kolkata,PROD_019,Laptop,Electronics,10,3122.73
CUST_0044,3826.72,03-04-2025,Bangalore,PROD_027,Blender,Sports,1,3826.72
CUST_0044,22612.5,27-07-2024,Mumbai,PROD_064,Lipstick,Beauty,10,2261.25
CUST_0044,8421.69,12-08-2024,Kolkata,PROD_090,Football,Sports,3,2807.23
CUST_0044,9850.96,02-12-2024,Chennai,PROD_052,Mixer Grinder,Electronics,4,2462.74
CUST_0044,27381.2,05-01-2025,Hyderabad,PROD_097,Laptop,Electronics,7,3911.6
CUST_0044,3994.38,17-03-2025,Bangalore,PROD_033,Football,Sports,2,1997.19
CUST_0045,29704.8,30-04-2025,Bangalore,PROD_090,Lipstick,Beauty,8,3713.1
CUST_0045,10047.38,28-11-2024,Kolkata,PROD_014,Lipstick,Beauty,7,1435.34
CUST_0045,14827.41,12-02-2025,Mumbai,PROD_049,Jeans,Clothing,3,4942.47
CUST_0045,25836.84,15-06-2024,Hyderabad,PROD_019,Football,Sports,6,4306.14
CUST_0045,2152.05,29-08-2024,Hyderabad,PROD_040,Football,Sports,3,717.35
CUST_0046,20852.44,11-07-2024,Mumbai,PROD_096,Jeans,Clothing,7,2978.92
CUST_0046,14656.46,18-04-2025,Delhi,PROD_036,Football,Sports,7,2093.78
CUST_0046,4700.82,22-11-2024,Mumbai,PROD_018,Blender,Sports,2,2350.41
CUST_0046,2050.84,26-06-2024,Kolkata,PROD_021,Blender,Sports,1,2050.84
CUST_0046,31982.64,31-10-2024,Kolkata,PROD_058,Football,Sports,8,3997.83
CUST_0046,35922.4,22-06-2024,Kolkata,PROD_018,Jeans,Clothing,8,4490.3
CUST_0046,3237.62,23-05-2025,Mumbai,PROD_084,Cricket Bat,Sports,1,3237.62
CUST_0047,7258.8,15-05-2025,Kolkata,PROD_027,Lipstick,Beauty,8,907.35
CUST_0047,1848.24,07-06-2024,Bangalore,PROD_008,Blender,Sports,2,924.12
CUST_0047,4426.8,15-05-2025,Bangalore,PROD_071,Mixer Grinder,Electronics,1,4426.8
CUST_0048,25757.37,22-05-2025,Kolkata,PROD_015,Football,Sports,9,2861.93
CUST_0048,17718.92,28-03-2025,Delhi,PROD_055,Blender,Sports,4,4429.73
CUST_0048,13702.68,30-11-2024,Mumbai,PROD_048,Jeans,Clothing,3,4567.56
CUST_0048,7594.35,29-11-2024,Bangalore,PROD_033,Mixer Grinder,Electronics,3,2531.45
CUST_0048,30182.18,21-09-2024,Bangalore,PROD_052,Laptop,Electronics,7,4311.74
CUST_0048,6918.36,03-12-2024,Delhi,PROD_060,Cricket Bat,Sports,6,1153.06
CUST_0048,2792.45,19-06-2024,Mumbai,PROD_033,Mixer Grinder,Electronics,5,558.49
CUST_0048,7613.19,31-12-2024,Mumbai,PROD_010,Cricket Bat,Sports,3,2537.73
CUST_0048,1709.72,03-09-2024,Chennai,PROD_033,T-shirt,Clothing,4,427.43
CUST_0049,26522.44,09-03-2025,Chennai,PROD_014,Football,Sports,7,3788.92
CUST_0049,11370.75,22-10-2024,Mumbai,PROD_073,Lipstick,Beauty,5,2274.15
CUST_0049,15566.8,28-01-2025,Hyderabad,PROD_006,Smartphone,Electronics,5,3113.36
CUST_0049,8714.8,12-01-2025,Mumbai,PROD_007,Mixer Grinder,Electronics,5,1742.96
CUST_0049,1855.84,05-06-2024,Kolkata,PROD_047,Blender,Sports,1,1855.84
CUST_0049,19946.28,29-10-2024,Bangalore,PROD_092,Cricket Bat,Sports,4,4986.57
CUST_0049,605.58,07-11-2024,Hyderabad,PROD_033,Cricket Bat,Sports,2,302.79
CUST_0050,14165.45,30-01-2025,Hyderabad,PROD_095,Perfume,Beauty,5,2833.09
CUST_0050,13217.28,19-06-2024,Chennai,PROD_034,Lipstick,Beauty,8,1652.16
CUST_0050,2244.28,08-10-2024,Delhi,PROD_042,Mixer Grinder,Electronics,2,1122.14
CUST_0050,3003.2,02-07-2024,Bangalore,PROD_081,Mixer Grinder,Electronics,5,600.64
CUST_0050,3187.31,11-10-2024,Kolkata,PROD_033,Lipstick,Beauty,7,455.33
CUST_0050,28770.5,26-07-2024,Delhi,PROD_083,Perfume,Beauty,10,2877.05
CUST_0050,5748.75,17-05-2025,Kolkata,PROD_018,Football,Sports,5,1149.75
CUST_0051,27784.3,15-09-2024,Hyderabad,PROD_093,T-shirt,Clothing,10,2778.43
CUST_0051,17522.26,21-09-2024,Bangalore,PROD_058,Perfume,Beauty,7,2503.18
CUST_0051,2151,17-01-2025,Bangalore,PROD_014,Blender,Sports,10,215.1
CUST_0051,38337.12,14-02-2025,Chennai,PROD_075,Blender,Sports,8,4792.14
CUST_0052,5408.55,27-05-2025,Hyderabad,PROD_005,Laptop,Electronics,3,1802.85
CUST_0052,164.64,08-04-2025,Hyderabad,PROD_062,Laptop,Electronics,1,164.64
CUST_0052,45226.6,05-08-2024,Kolkata,PROD_049,Perfume,Beauty,10,4522.66
CUST_0053,2328.99,29-01-2025,Mumbai,PROD_080,Lipstick,Beauty,3,776.33
CUST_0053,9654.82,02-11-2024,Mumbai,PROD_002,Blender,Sports,7,1379.26
CUST_0053,9250.77,11-02-2025,Bangalore,PROD_004,Perfume,Beauty,3,3083.59
CUST_0053,2078.92,12-06-2024,Kolkata,PROD_090,T-shirt,Clothing,4,519.73
CUST_0054,24965.91,14-06-2024,Hyderabad,PROD_048,Football,Sports,9,2773.99
CUST_0054,10885.83,09-08-2024,Hyderabad,PROD_085,T-shirt,Clothing,3,3628.61
CUST_0054,8531.24,17-02-2025,Hyderabad,PROD_060,Blender,Sports,2,4265.62
CUST_0054,26746.38,26-12-2024,Bangalore,PROD_013,Laptop,Electronics,9,2971.82
CUST_0054,1247.45,01-06-2024,Bangalore,PROD_097,Jeans,Clothing,5,249.49
CUST_0055,16118.55,21-04-2025,Delhi,PROD_085,Blender,Sports,7,2302.65
CUST_0055,3606.35,15-05-2025,Hyderabad,PROD_048,Blender,Sports,1,3606.35
CUST_0055,17406.8,09-09-2024,Bangalore,PROD_080,Mixer Grinder,Electronics,5,3481.36
CUST_0055,27923.7,25-12-2024,Bangalore,PROD_100,Football,Sports,7,3989.1
